"고유번호","대피소명칭","소재지","최대수용인원","현재수용인원","현재운영여부","전화번호","행정동코드","행정동명칭","대피단계","비고","경도","위도"
"239","면동초등학교","면목본동 551(면동로57길 32)","300","0","N","434-2697","11260565","면목본동"," "," ","127.0863636","37.5854269"
"240","면목고등학교","면목3.8동 77(용마산로72길 36-14)","1600","0","N","435-0002","11260575","면목3.8동"," "," ","127.0972465","37.5843988"
"241","한빛사회복지관","신월4동 540-1(수양버들8길26)","280","0","N","2690-8762","11470590","신월4동"," "," ","126.8402446","37.5190795"
"242","상봉중학교","상봉1동 282(상봉중앙로8 나길 28)","1200","0","N","436-4452","11260580","상봉1동"," "," ","127.0901155","37.601554"
"245","방산초등학교","방이1동 220-4","2200","0","N","420-5221","11710561","방이1동"," "," ","127.1210955","37.5095526"
"246","문정중학교","문정1동 12-1","900","0","N","448-6845","11710641","문정1동"," "," ","127.1302549","37.4884324"
"211","희우경로당","동교로 62-6(합정동)","25","0","N","333-8898","11440680","합정동"," "," ","126.9090747","37.5531674"
"247","상일동 주민센터","상일동 131-1","0","0","N","442-0413","11740520","상일동"," "," ","127.1655314","37.5516092"
"248","신명초등학교","길동 42","0","0","N","489-4073","11740685","길동"," "," ","127.1500551","37.5410007"
"249","영등포동 주민센터","영등포동2가 222-2","20","0","N","2670-1450","11560535","영등포동"," "," ","126.9107094","37.5203992"
"251","우신초등학교","신길동 210","82","0","N","010-3002-2714","11560660","신길4동"," "," ","126.9118456","37.5099053"
"263","등촌초등학교","등촌동 520-4","900","0","N","2651-9280","11500530","등촌2동"," "," ","126.8578108","37.5476094"
"276","용산교회","원효1가 27-29","100","0","N","712-2290","11170530","남영동"," "," ","126.9732429","37.547738"
"283","북성초등학교","북아현동 215","715","0","N","362-1290","11410555","북아현동"," "," ","126.9517835","37.5593457"
"284","서울제일교회","성내3동 437-12","0","0","N","473-4889","11440565","공덕동"," "," ","126.960287","37.5572274"
"285","월곡감리교회","월곡2동 29-139","40","0","N","912-4439","11290725","월곡2동"," "," ","127.0403982","37.6029767"
"286","홍제초등학교","홍은동 48-112","815","0","N","396-7235","11410660","홍은1동"," "," ","126.9442854","37.592688"
"287","답십리초등학교","답시리동 276-3","0","0","N","2244-6173","11230600","답십리1동"," "," ","127.0554779","37.5688794"
"288","신용산초등학교","이촌동 301-75","870","0","N","795-0214","11170630","이촌1동"," "," ","126.9764757","37.5202766"
"254","능안 경로당","등촌2동 517-1","18","0","N","2643-2943","11500530","등촌2동"," "," ","126.859924","37.5466468"
"266","성산성결교회","포은로 30(합정동)","100","0","N","3143-2333","11440680","합정동"," "," ","126.9081484","37.550538"
"289","서울중동초(정보관2층 다목적실)","월드컵북로 152","39","0","N","373-4693","11440730","성산2동"," "," ","126.911639","37.566879"
"290","신사초등학교","신사2동 98-32","4093","0","N","373-9356","11380632","신사2동"," "," ","126.9120055","37.5928368"
"292","길 동 주민센터","강동구 길동 103-1","0","0","N","489-0927","11740685","길동"," "," ","127.1462094","37.5392322"
"293","까치산 경로당","화곡1동 359-126","62","0","N","2697-0182","11500540","화곡1동"," "," ","126.8413967","37.5367691"
"294","하마터 경로당","화곡2동 883-3","46","0","N","2693-9189","11500550","화곡2동"," "," ","126.8537711","37.5301177"
"295","무악동주민센터","무악동 60-2 (통일로14길 36)","363","0","N","2148-5157","11110570","무악동"," "," ","126.958142","37.5759837"
"296","월드비전교회","신림동 1444-18","40","0","N","878-9504","11620695","신림동"," "," ","126.9242737","37.4895328"
"297","재동초등학교","가회동 210 (북촌로 4길 7)","245","0","N","763-1813","11110600","가회동"," "," ","126.985687","37.57989"
"298","북부경로당","이태원 227-1","30","0","N","794-6875","11170660","이태원2동"," "," ","126.9925577","37.5404771"
"299","경복초등학교","능동 25","860","0","N","2204-1200","11215780","능동"," "," ","127.0868094","37.5498184"
"300","덕성여자대학교","삼양로 144길 33 (시루봉로 419)","2553","0","N","02-901-8000","11320660","쌍문1동"," "," ","127.0166893","37.651461"
"301","중화고등학교","중화1동 21-4(봉화산로 27길 62)","1100","0","N","491-6807","11260600","중화1동"," "," ","127.0836716","37.6045778"
"303","전농1동 주민센터","전농동 678-1","0","0","N","2171-6102","11230560","전농1동"," "," ","127.0477473","37.5779753"
"305","서울신화초등학교","창3동 504-33 (우이천로 120)","2067","0","N","02-992-9017","11320513","창3동"," "," ","127.0410585","37.6327676"
"306","면목중학교","면목3.8동 490(용마산로70길 37)","850","0","N","437-0278","11260575","면목3.8동"," "," ","127.0965898","37.5830681"
"307","동신초등학교","보문동 3가 228","100","0","N","925-3442","11290610","보문동"," "," ","127.0167373","37.5827189"
"518","양화진경로당","양화진길 43(합정동)","35","0","N","334-7797","11440680","합정동"," "," ","126.9123948","37.5466977"
"519","한남초등학교","한남동 726-1","2350","0","N","749-2373","11170685","한남동"," "," ","127.0048805","37.5393765"
"520","동신중학교","천호3동 447-9","0","0","N","475-5592","11740620","천호3동"," "," ","127.13311","37.536781"
"521","동대문중학교","전농동 331","0","0","N","2212-0421","11230560","전농1동"," "," ","127.0515154","37.5745689"
"252","서울조원초등학교","548-2(강남길67)","188","0","N","869-2236","11620725","조원동"," "," ","126.9095481","37.4841727"
"218","인창중학교","충정로2가 70","450","0","N","300-4500","11410565","충현동"," "," ","126.9642416","37.5653655"
"230","천호2동 주민센터","강동구 천호동 337-121","0","0","N","489-0437","11740610","천호2동"," "," ","127.1207594","37.5426007"
"243","양진초등학교","광장동 산 81-5","0","0","N","454-9311","11215810","광장동"," "," ","127.0985423","37.5442532"
"253","성서중학교","성산로4길 42 (성산동)","2560","0","N","324-8023","11440720","성산1동"," "," ","126.9091181","37.5628448"
"255","수도여자고등학교","신대방동 470-13","800","0","N","2102-3504","11590680","신대방2동"," "," ","126.9155706","37.4930758"
"256","인헌초등학교체육관","관악구 낙성대길 23","500","0","N","872-8101","11620585","낙성대동"," "," ","126.9606291","37.4759283"
"257","양화초등학교","목2동 542(양화길 43)","1422","0","N","2647-4360","11470520","목2동"," "," ","126.8753459","37.5437613"
"258","영등포초등학교","문래동1가 35-2","650","0","N","010-8001-9104","11560605","문래동"," "," ","126.8982736","37.5129485"
"259","서울 방배 초등학교","방배4동 861-1 (방배초등길 20)","0","0","N","595-9612","11650621","방배4동"," "," ","126.9878564","37.4872461"
"260","연희동자치회관","연희동 122-16","100","0","N","330-8246","11410615","연희동"," "," ","126.930827","37.5693319"
"261","상암초등학교 (체육관","월드컵북로 353(상암동)","120","0","N","010-4204-9215","11440740","상암동"," "," ","126.8921946","37.5761802"
"262","장훈고등학교","신길동 176","1000","0","N","010-5170-1849","11560515","영등포본동"," "," ","126.9150892","37.5130079"
"264","대림중학교","대림동 959","420","0","N","010-5605-0577","11560700","대림1동"," "," ","126.9070193","37.4922269"
"265","문창중학교","신대방동 364-58","700","0","N","821-8587","11590680","신대방2동"," "," ","126.9223506","37.4958165"
"267","건국대학교 사범대학","화양동 1","0","0","N","450-3802","11215710","화양동"," "," ","127.077444","37.543197"
"268","상록보육원","1083-29","50","0","N","584-7097","11620630","남현동"," "," ","126.9766545","37.4736571"
"269","봉제 경로당","화곡본동 산 47-16","27","0","N","2603-7501","11500590","화곡본동"," "," ","126.8516996","37.5457403"
"270","영은교회","양평동3가 8-2","500","0","N","011-395-2330","11560610","양평1동"," "," ","126.8900051","37.5252916"
"271","도림천주교회","도림동 161","120","0","N","833-9439","11560585","도림동"," "," ","126.9014245","37.5105206"
"272","구립신길5동제2경로당","신길동 343-3","30","0","N","847-8843","11560670","신길5동"," "," ","126.9054364","37.5017643"
"273","신길7제1구립노인정","신길동 897-3","50","0","N","843-2179","11560690","신길7동"," "," ","126.9213962","37.5064521"
"274","당산1동 주민센터","당산동3가 250","50","0","N","2670-1452","11560550","당산1동"," "," ","126.8973782","37.5250013"
"275","서원동주민센터","관악구 신림로 282","50","0","N","010-8906-9228","11620645","서원동"," "," ","126.9313905","37.4797795"
"277","서울디자인고교","백범로 139(염리동)","600","0","N","715-2261","11440610","염리동"," "," ","126.947995","37.5469717"
"279","주영광교회","번동 461-66 (한천로 1004)","187","0","N","999-0543","11710620","가락본동"," "," ","127.1230627","37.4928824"
"280","서일정보산업고","창신3동 13 (지봉로 17길)","153","0","N","763-6242","11110690","창신3동"," "," ","127.0130043","37.5793116"
"281","을지교회"," ","0","0","N"," ","11140605","을지로동"," "," ","126.9950263","37.5656254"
"282","홍파초등학교","제기동 678","0","0","N","967-8182","11230545","제기동"," "," ","127.0393853","37.5861335"
"250","조원동주민센터"," ","0","0","N"," ","11620725","조원동"," "," ","126.9093917","37.481173"
"338","방화6복지관 경로당","방화3동 816","24","0","N","2662-3413","11500641","방화3동"," "," ","126.810894","37.577914"
"340","양강중학교","신월2동 499-2(강서로 594)","1212","0","N","2691-0868","11470570","신월2동"," "," ","126.8494272","37.5247969"
"341","대명초등학교","명일2동 234","0","0","N","481-7875","11740540","명일2동"," "," ","127.1528011","37.5472562"
"342","문래중학교","문래동6가 44","480","0","N","011-9910-4341","11560605","문래동"," "," ","126.8847002","37.520365"
"343","양평1동 주민센터","양평동1가 211-1","20","0","N","2670-1455","11560610","양평1동"," "," ","126.8887421","37.5250278"
"344","신광명 경로당","외발산동 221-1","79","0","N","2666-5606","11500611","발산1동"," "," ","126.8229474","37.5469102"
"345","동구로초등학교","구로동 93","0","0","N","855-1196","11530550","구로4동"," "," ","126.8925095","37.4952572"
"346","석관초등학교","석관동 205","130","0","N","959-1395","11290810","석관동"," "," ","127.0589586","37.6110156"
"347","골안말 경로당","화곡2동 865-1","42","0","N","2692-3095","11500550","화곡2동"," "," ","126.8562488","37.5331928"
"348","초록동 경로당","화곡본동 55-79","130","0","N","2603-0067","11500590","화곡본동"," "," ","126.8485221","37.5411296"
"350","구립당산2동경로당","당산동6가 184","20","0","N","011-725-2383","11560560","당산2동"," "," ","126.903985","37.5349407"
"351","돈암초등학교","동선동 27-1","900","0","N","926-2367","11290575","동선동"," "," ","127.0127754","37.5937228"
"352","양재1동 주민센터","우면동 68-2","0","0","N","2155-7871","11650651","양재1동"," "," ","127.0266742","37.4716608"
"353","청담2문화복지회관","청담동2동 35-10 (학동로 북46길11)","800","0","N","3443-6582","11680565","청담동"," "," ","127.0464651","37.5191032"
"354","홍연초등학교","홍은동 305","330","0","N","394-6175","11410685","홍은2동"," "," ","126.930903","37.5820771"
"355","독립문초등학교","무악동 46-82 (통일로12길 23)","300","0","N","735-7344","11110570","무악동"," "," ","126.9599977","37.5743163"
"356","수유2동주민센터","수유2동 730-1","301","0","N","901-2303","11305620","수유2동"," "," ","127.0199054","37.6446448"
"357","강동초등학교","천호2동 306","0","0","N","489-3211","11740610","천호2동"," "," ","127.1300447","37.5462875"
"358","신흥교회","암사1동 472-20","0","0","N","481-1698","11740570","암사1동"," "," ","127.1305587","37.5501539"
"359","강일중학교","암사3동 448","0","0","N","441-4656","11740590","암사3동"," "," ","127.1383735","37.5553676"
"360","신도림동 주민센터","신도림동390-44","0","0","N","2620-7100","11530510","신도림동"," "," ","126.8805967","37.5077695"
"331","구로4동 주민센터","구로동 317번지 87호","0","0","N","2620-7500","11530550","구로4동"," "," ","126.8891664","37.4916016"
"362","서광경로당","쏙고개로2라길75","15","0","N","010-3727-1351","11620665","서림동"," "," ","126.9420518","37.4760768"
"363","창동고등학교","창1동 694-10 (노해로 62길 7)","4761","0","N","02-3499-6705","11320511","창1동"," "," ","127.0385877","37.6510435"
"364","백운중학교","쌍문2동 68-2 (도봉로 129길 50)","2190","0","N","02-998-4039","11320670","쌍문2동"," "," ","127.0358902","37.6564921"
"365","응암감리교회","응암3동 325-2","970","0","N","303-5323","11380600","응암3동"," "," ","126.9184633","37.5898762"
"367","남성중학교","사당동 304-45","680","0","N","582-7290","11590650","사당4동"," "," ","126.9724434","37.4789456"
"368","오산고교","보광동 168","240","0","N","7999-603","11170700","보광동"," "," ","126.9995931","37.5235333"
"369","보성여고","용산2가 1-1123","970","0","N","793-0051","11170520","용산2가동"," "," ","126.9842846","37.5430897"
"370","서교감리교회","동교로 116(서교동)","150","0","N","334-9078","11440660","서교동"," "," ","126.9150014","37.55457"
"371","송천초등학교","미아동 438 (삼양로20길 29)","2812","0","N","982-9512","11305555","송천동"," "," ","127.0233496","37.615709"
"372","남일교회","사당동 1127-22","200","0","N","599-5395","11590630","사당2동"," "," ","126.979165","37.4880655"
"373","풍문여자고등학교","안국동 175-2 (율곡로 3길 4)","3494","0","N","732-2937","11110540","삼청동"," "," ","126.9834942","37.5766446"
"374","효제초등학교","효제동 255-4 (대학로 12)","175","0","N","742-5760","11110630","종로5.6가"," "," ","127.0030669","37.5730679"
"375","한서초등학교 (강당)","대흥로24바길 27 (염리동)","510","0","N","715-0954","11440610","염리동"," "," ","126.9493416","37.5536804"
"349","천호동중앙교회","천호2동 337-19","0","0","N","485-2122","11740610","천호2동"," "," ","127.1225563","37.5439769"
"361","서초구청","서초2동 1376-3(남부순환로 2584)","0","0","N","2155-6114","11650520","서초2동"," "," ","127.0327209","37.4836201"
"376","영암교회(교회당)","돈암1동 6-12","500","0","N","924-8612","11290580","돈암1동"," "," ","127.0272595","37.6036604"
"377","창문여자고등학교","미아동 8-16(월계로 61)","251","0","N","986-1705","11305545","송중동"," "," ","127.0364498","37.6134771"
"378","오류2동 주민센터","오류동 172-76","0","0","N","2620-7550","11530780","오류2동"," "," ","126.8395008","37.4888087"
"379","구로여자정보산업고등학교"," ","0","0","N"," ","11530790","수궁동"," "," ","126.8281915","37.5002418"
"380","대원외국어고등학교","중곡4동 산 3-18","0","0","N","2204-1529","11215770","중곡4동"," "," ","127.0891173","37.5636685"
"381","선린초등학교","둔촌2동 91-17","0","0","N","470-8900","11740700","둔촌2동"," "," ","127.1455339","37.529664"
"383","증산중학교","증산동 산24","2260","0","N","303-9293","11380640","증산동"," "," ","126.9041368","37.5836674"
"384","서정초등학교","목1동 927-5(진명길 19)","1020","0","N","2648-7002","11470510","목1동"," "," ","126.8671099","37.524253"
"385","경기상업고등학교"," ","0","0","N"," ","11110515","청운효자동"," "," ","126.9699284","37.588561"
"386","길음 종합사회복지관","길음2동 905","300","0","N","985-0161","11290685","길음2동"," "," ","127.0247734","37.6088175"
"387","미양중학교","미아동 837-735","2676","0","N","981-6873","11305534","삼양동"," "," ","127.0121687","37.6235791"
"388","청파초등학교","청파2가 1-42","2310","0","N","3272-9041","11170555","청파동"," "," ","126.9643143","37.5479867"
"389","무학초교","하왕십리 950-1(무학초등길 16)","259","0","N","2298-4017","11200520","왕십리2동"," "," ","127.0295628","37.5632638"
"390","성원중학교","성수2가 333-17(성원중길 36)","393","0","N","463-4295","11200670","성수2가1"," "," ","127.0525395","37.5392935"
"391","서울양재초등학교","양재동 101(바우뫼로 18길 14)","0","0","N","572-7131","11650651","양재1동"," "," ","127.0319136","37.4741646"
"393","한남교회","한남동 625","10","0","N","798-0584","11170685","한남동"," "," ","127.0063888","37.5319441"
"394","중대초등학교","송파2동 191","1200","0","N","422-7236","11710590","송파2동"," "," ","127.1135969","37.4998132"
"395","명신초등학교"," ","0","0","N"," ","11110690","창신3동"," "," ","127.0140632","37.5813782"
"366","은가경로당","북가좌동 5-106","140","0","N","303-0018","11410720","북가좌2동"," "," ","126.9179274","37.5812088"
"155","종합행정타운","이태원 34-87","6720","0","N","2199-6310","11170650","이태원1동"," "," ","126.9904794","37.5324773"
"156","마포삼성@경로당","도화길 28(도화동)","30","0","N","717-0791","11440585","도화동"," "," ","126.9502984","37.5398266"
"157","금화초등학교","천연동 13","165","0","N","364-9275","11410520","천연동"," "," ","126.9630729","37.5680782"
"158","경문고등학교","사당동 산4-2","2000","0","N","535-1301","11590630","사당2동"," "," ","126.981568","37.4923517"
"159","대신고등학교","행촌동 171 (사직로 9)","1470","0","N","736-0317","11110580","교남동"," "," ","126.9618444","37.57354"
"160","서울사대부속여중","동숭동 199 (대학로 64)","1237","0","N","762-5251","11110640","이화동"," "," ","127.0039175","37.5779418"
"161","오류여자중학교","개봉동 143-4","0","0","N","2612-6508","11530740","개봉1동"," "," ","126.8547529","37.4981483"
"162","암사2동 주민센터","강동구 암사동 503-8","0","0","N","3426-0347","11740580","암사2동"," "," ","127.1272382","37.5517511"
"163","중목초등학교","면목2동 180-5(동일로 665)","1000","0","N","2209-0015","11260520","면목2동"," "," ","127.0793691","37.5902589"
"164","상현중학교","상도동 111-52","2440","0","N","815-4620","11590530","상도1동"," "," ","126.9613115","37.494293"
"165","미성동주민센터","난곡로 129","200","0","N","881-4753","11620765","미성동"," "," ","126.915573","37.4761819"
"166","치현초등학교","방화동 833","700","0","N","2661-6273","11500641","방화3동"," "," ","126.8146251","37.5759123"
"167","화원중학교","화곡동 산 144-4","500","0","N","2695-8441","11500540","화곡1동"," "," ","126.8426524","37.5367143"
"168","서울신봉초등학교","양녕로6나길 1","878","0","N","871-9615","11620615","중앙동"," "," ","126.9491483","37.4856133"
"169","난우중학교","난곡로16길 32","60","0","N","863-7225","11620775","난곡동"," "," ","126.9230311","37.4668072"
"382","광희중학교","응봉동 205-1(광희중길 58)","484","0","N","2298-0250","11200580","응봉동"," "," ","127.0342166","37.5510344"
"396","삼일교회","청파1가 180-36","500","0","N","713-2660","11170555","청파동"," "," ","126.9677569","37.5418073"
"170","영광교회","월곡1동 222-7","100","0","N","916-5004","11440630","신수동"," "," ","126.932724","37.5446028"
"172","도림교회","도림동 205-24","300","0","N","010-5235-5916","11560585","도림동"," "," ","126.8971795","37.5101591"
"173","구립문래제1경로당","문래동3가 73-1","20","0","N","2679-9065","11560605","문래동"," "," ","126.8939429","37.5184177"
"174","상도3동주민센터","상도동 315-37","180","0","N","820-2502","11590550","상도3동"," "," ","126.9314158","37.4991358"
"175","성산중학교","성지1길32-13(합정동)","300","0","N","2126-5203","11440680","합정동"," "," ","126.9159645","37.5476373"
"176","당산초등학교","양평동4가 323","1540","0","N","010-4384-6011","11560620","양평2동"," "," ","126.8963895","37.539614"
"177","대영초등학교","신길동 341-1","401","0","N","019-9340-0814","11560670","신길5동"," "," ","126.9065507","37.502675"
"179","고척1동 주민센터","고척동 82-9","0","0","N","2620-7800","11530720","고척1동"," "," ","126.8628141","37.5004122"
"180","구립율산경로당","신길동 9-102","30","0","N","846-4478","11560630","신길1동"," "," ","126.9226591","37.5157342"
"151","구립양평1동경로당","양평동1가 205","10","0","N","2675-9322","11560610","양평1동"," "," ","126.888191","37.5232656"
"181","상수청소년독서실","토정로 148-14(상수동)","50","0","N","02-3153-6712","11440655","서강동"," "," ","126.9270335","37.5450991"
"182","약수 경로당","화곡8동 409-84","28","0","N","2691-2506","11500593","화곡8동"," "," ","126.8475462","37.5380081"
"183","영등포동 주민자치회관","영등포동7가 59-1","35","0","N","2636-8222","11560535","영등포동"," "," ","126.9034287","37.52548"
"185","문정초등학교","문정1동 12","2000","0","N","404-7857","11710641","문정1동"," "," ","127.1292892","37.4890451"
"186","예능교회"," ","0","0","N"," ","11110560","평창동"," "," ","126.9695997","37.6071825"
"187","이문동교회","이문동 260-4","0","0","N","3295-2004","11230740","이문1동"," "," ","127.0606984","37.6009825"
"188","미양고등학교","미아동 837-734","3483","0","N","982-6015","11305534","삼양동"," "," ","127.0123045","37.6238104"
"400","구립대림2동제2경로당","대림동 703-6","35","0","N","017-346-0456","11560710","대림2동"," "," ","126.8993033","37.4928281"
"401","세종대학교 군자관","군자동 98","0","0","N","3408-3114","11215730","군자동"," "," ","127.0739425","37.5495336"
"402","국일교회","상봉2동 86-11(상봉로 25길 27)","300","0","N","432-8096","11260590","상봉2동"," "," ","127.0914775","37.5947552"
"403","갈산초등학교","신정7동 330-10(등촌로 452)","200","0","N","2649-7232","11470680","신정7동"," "," ","126.8698309","37.512004"
"405","강동어린이회관","성내1동 556-1","0","0","N","480-1560","11740640","성내1동"," "," ","127.1224111","37.5291893"
"406","영도교회","도림동 130-22","300","0","N","843-9071","11560585","도림동"," "," ","126.9054805","37.5100593"
"407","용곡초등학교","중곡4동 176-1","2160","0","N","454-0127","11215770","중곡4동"," "," ","127.0884969","37.5671308"
"408","면중초등학교","면목3.8동 491-1(용마산로70길 43)","1000","0","N","433-5384","11260575","면목3.8동"," "," ","127.0965892","37.5823401"
"409","영서초등학교","구로동 165-1","0","0","N","838-5215","11530540","구로3동"," "," ","126.8950267","37.4885999"
"410","대방중학교","신대방동 293-200","1000","0","N","831-2502","11590670","신대방1동"," "," ","126.9136334","37.4953861"
"411","노원초등학교","상계1동 1014(노원구 노원새싹길 18)","2082","0","N","939-1746","11350630","상계1동"," "," ","127.0583984","37.6732718"
"412","이문초등학교","이문동 164-26","0","0","N","959-2025","11230750","이문2동"," "," ","127.0643509","37.6020634"
"413","상일초등학교","상일동 325-1","0","0","N","426-8223","11740520","상일동"," "," ","127.1727125","37.5473003"
"414","대세빌딩","천호3동 155-7","0","0","N","475-5592","11740620","천호3동"," "," ","127.1353379","37.5377898"
"415","한양감리교회","성내2동 203-46","0","0","N","487-2343","11740650","성내2동"," "," ","127.1304647","37.5327075"
"416","원당 경로당","내발산동 650","29","0","N","3665-2515","11500615","우장산동"," "," ","126.8421586","37.557419"
"418","신길4동 주민센터","신길동 209-102","150","0","N","2670-12991","11560660","신길4동"," "," ","126.9112427","37.5083753"
"419","대림초등학교","대방동 391-62","450","0","N","815-6308","11590660","대방동"," "," ","126.9257597","37.5006655"
"420","신월초등학교","화곡동 1080","1000","0","N","2699-4705","11500540","화곡1동"," "," ","126.8394751","37.5401407"
"421","도봉 문화고등학교","방학1동 723 (마들로 598)","3702","0","N","02-3491-7691","11320690","방학1동"," "," ","127.0475728","37.6639745"
"422","화곡초등학교","화곡동 24-266","1100","0","N","2699-3329","11500590","화곡본동"," "," ","126.8459016","37.5429926"
"423","청운초등학교","청운동 123번지 (자하문호 105)","1721","0","N","735-1924","11110515","청운효자동"," "," ","126.9692374","37.5858134"
"424","창신제일교회","창신동 635-2 (창신 7길 7)","40","0","N","3676-0012","11110680","창신2동"," "," ","127.0100232","37.5756954"
"425","창덕초등학교","정릉3동 847","200","0","N","924-3409","11290640","정릉3동"," "," ","127.0003236","37.6119005"
"426","거원초등학교","거여2동 296-1","1950","0","N","3401-3908","11710532","거여2동"," "," ","127.144758","37.4876439"
"427","남명초등학교","신정3동 653-5(남명길 1)","190","0","N","2607-5093","11470640","신정3동"," "," ","126.8539328","37.5154848"
"399","서울마포초등학교","도화2길 64(도화동)","300","0","N","712-0662","11440585","도화동"," "," ","126.9499885","37.5386231"
"428","성내도서관","성내3동 385","0","0","N","471-0044","11740660","성내3동"," "," ","127.1333594","37.5328602"
"430","숭인제1동주민센터","숭인1동 55-2 (지봉로 86)","233","0","N","2148-5492","11110700","숭인1동"," "," ","127.0156471","37.5778373"
"431","광성중고등학교","신수로8길 20(신수동)","242","0","N","3270-1302","11440630","신수동"," "," ","126.9363646","37.5487396"
"432","여의도순복음교회","여의도동 11","636","0","N","010-2739-8773","11560540","여의동"," "," ","126.9241715","37.5305307"
"404","개봉2동 주민센터","개봉동 261-5","0","0","N","2620-7250","11530750","개봉2동"," "," ","126.85656","37.4908348"
"417","고척2동 주민센터","고척동 339-2","0","0","N","2620-7900","11530730","고척2동"," "," ","126.8584369","37.5065938"
"429","창천초등학교","백범로1길 56(노고산동)","1560","0","N","715-6381","11440600","대흥동"," "," ","126.9394337","37.5547801"
"433","당서초등학교","당산동5가 5-3","1904","0","N","010-7362-1904","11560560","당산2동"," "," ","126.8994424","37.5319345"
"434","숭례초등학교","종암동 22","253","0","N","927-5612","11290705","종암동"," "," ","127.0348931","37.5952013"
"435","배문중고교","청파1가 259-3","1060","0","N","3480-7100","11170555","청파동"," "," ","126.9639151","37.5498945"
"436","서울소의초등학교","마포대로24길 42 (아현동)","229","0","N","02-363-0239","11440565","공덕동"," "," ","126.9606038","37.5524038"
"437","서강초등학교","독막로 113(상수동)","290","0","N","02-336-0561","11440655","서강동"," "," ","126.9270708","37.5484025"
"439","신남성초등학교","사당동 199-1","810","0","N","584-7130","11590651","사당5동"," "," ","126.9651091","37.4889754"
"440","원당초등학교","1669-1(봉천로505)","60","0","N","877-4940","11620575","행운동"," "," ","126.9557108","37.4812536"
"441","대신초등학교","대현동 67-1","65","0","N","363-1564","11410585","신촌동"," "," ","126.9480389","37.5580149"
"442","사당청소년문화의집","사당동 산24-17","250","0","N","595-0231","11590640","사당3동"," "," ","126.9757561","37.4854435"
"444","남가좌1동 분회경로당","남가좌동 104-11","53","0","N","304-3532","11410690","남가좌1동"," "," ","126.9167345","37.5695395"
"445","성북초등학교","성북동 66-1","1040","0","N","747-8110","11290525","성북동"," "," ","126.9981205","37.5938878"
"446","천호초등학교 체육관","천호1동 230-9","0","0","N","470-9772","11740600","천호1동"," "," ","127.1362174","37.5475162"
"447","구의초등학교","모진동 3-9","0","0","N","447-4110","11215710","화양동"," "," ","127.0802659","37.5429207"
"448","배봉초등학교","전농동 3-111","0","0","N","2245-8951","11230570","전농2동"," "," ","127.0660865","37.5802312"
"449","명일2동 주민센터","강동구 명일동 223-7","0","0","N","442-0755","11740540","명일2동"," "," ","127.1513797","37.5463638"
"450","천호2동 주민센터","강동구 천호동 302-4","0","0","N","489-0794","11740610","천호2동"," "," ","127.1317431","37.5462327"
"451","장평초등학교","장안동 323","0","0","N","2245-0388","11230660","장안2동"," "," ","127.0729141","37.5738977"
"453","휘경1동 주민센터","휘경동 135-9","0","0","N","2171-6422","11230720","휘경1동"," "," ","127.0657477","37.5929209"
"454","원광장애인복지관","신내1동 572-2","200","0","N","438-2691","11260680","신내1동"," "," ","127.0959992","37.6040298"
"455","묵현초등학교","묵2동 242-55(동일로 157길 75)","3920","0","N","977-9176","11260630","묵2동"," "," ","127.0736452","37.6090393"
"457","군자초등학교","장안동 239-2","0","0","N","2244-0948","11230650","장안1동"," "," ","127.0616104","37.5644518"
"458","대원중학교","중곡4동 산 3-18","0","0","N","2204-1582","11215770","중곡4동"," "," ","127.0894857","37.5637249"
"459","일심 경로당","화곡8동 878-3","28","0","N","2690-8517","11500593","화곡8동"," "," ","126.8514521","37.5302178"
"460","목동중학교","신정2동 88-1(목동동로 142)","396","0","N","070-7602-8007","11470630","신정2동"," "," ","126.8714642","37.5209583"
"461","서울삼성초등학교","대학동 233-1","464","0","N","877-9329","11620735","대학동"," "," ","126.941466","37.4677782"
"462","산돌교회","망우본동 461-51(봉우재길 235)","40","0","N","434-4516","11260570","면목7동"," "," ","127.0841899","37.5771169"
"493","성균관대학교","명륜3가 53 (성균관로 2-25)","1576","0","N","760-1113","11110660","명륜3가동"," "," ","126.9933924","37.5880437"
"494","신수중학교","신수로 49(구수동)","510","0","N","070-8668-2203","11440630","신수동"," "," ","126.9336747","37.5463987"
"495","남사초등학교","사당동 1011-1","700","0","N","583-2274","11590620","사당1동"," "," ","126.9788914","37.4827352"
"496","방화초등학교","방화동 542-2","700","0","N","2663-3621","11500640","방화2동"," "," ","126.8069612","37.5688885"
"497","대진초등학교","개포동 13번지 (개포로 북62길58)","1300","0","N","3412-0473","11680740","일원2동"," "," ","127.0777533","37.4969866"
"498","대모초등학교","일원본동 736번지 (광평로 남11길27)","300","0","N","2226-3716","11680720","일원본동"," "," ","127.0861939","37.4814125"
"499","경일중학교","성수1가 22-27(성수중앙길 90)","600","0","N","468-2765","11200650","성수1가1"," "," ","127.0488162","37.5435354"
"469","건국대학교부속고등학교","자양1동 764","0","0","N","446-9046","11215820","자양1동"," "," ","127.0804549","37.5401648"
"482","우이제일교회","우이동 139-10 (삼양로163길 63)","203","0","N","904-8111","11305645","우이동"," "," ","127.0103193","37.6599354"
"500","일심교회(12층)","성미산로 190-14 (연남동)","42","0","N","010-3737-6789","11440710","연남동"," "," ","126.9256035","37.5625589"
